site,block,female,male,height,rust,volume
2,10,C10067,0,17.2,0,31.74
2,10,C10068,0,15.3,1,25.25
2,10,C10069,0,14,0,21.93
2,10,C10070,0,17.1,1,29.66
2,10,C10071,0,14.2,0,18.1
2,10,C10072,0,13.8,0,14.2
2,10,C10073,0,16,0,26.25
2,10,C10074,0,15.3,1,25.25
2,11,C1001,0,16.9,0,29.36
2,11,C1002,0,13.5,0,16.19
2,11,C1003,0,15.7,1,24.19
2,11,C1004,0,18.8,0,38.81
2,11,C1005,0,16.6,0,25.38
2,11,C1006,0,18.6,0,40.73
2,11,C1007,0,16.8,0,29.2
2,11,C1008,0,16.1,0,29.93
2,11,C1009,0,15.8,0,31.26
2,11,C10010,0,14.5,0,19.75
2,11,C10011,0,14,0,17.9
2,11,C10012,0,14,0,17.9
2,11,C10013,0,19,1,46.45
2,11,C10014,0,17,0,24.21
2,11,C10015,0,15.2,0,30.2
2,11,C10016,0,13.3,1,17.17
2,11,C10017,0,17,0,29.51
2,11,C10018,0,15.1,0,21.88
2,11,C10020,0,14.4,1,17.04
2,11,C10021,0,16.4,0,40.55
2,11,C10022,0,16.8,0,33.03
2,11,C10023,0,15.7,1,25.82
2,11,C10024,0,14.4,0,21.02
2,11,C10025,0,15.9,0,22.86
2,11,C10026,0,15.5,0,27.2
2,11,C10027,0,14.4,1,22.46
2,11,C10028,0,15.7,0,22.62
2,11,C10029,0,18.7,0,45.77
2,11,C10030,0,16.5,0,28.74
2,11,C10031,0,14.6,0,21.27
2,11,C10032,0,15.5,0,28.94
2,11,C10033,0,15.9,1,26.1
2,11,C10034,0,18.8,0,41.13
2,11,C10035,0,14.9,0,18.83
2,11,C10036,0,15.5,0,28.94
2,11,C10037,0,16.1,0,26.39
2,11,C10038,0,16.7,1,32.85
2,11,C10039,0,17,0,29.51
2,11,C10040,0,16.5,1,32.5
2,11,C10041,0,13.5,0,11.95
2,11,C10042,0,13,0,13.57
2,11,C10043,0,12,0,14.76
2,11,C10044,0,16,0,31.61
2,11,C10045,0,15.4,0,22.25
2,11,C10047,0,15.8,0,24.32
2,11,C10048,0,14,0,17.9
2,11,C10756,0,16.2,0,21.67
2,11,C17100,0,17.4,0,34.08
2,11,C10049,0,16.6,0,28.9
2,11,C10050,0,16.5,0,32.5
2,11,C10051,0,15.2,0,20.54
2,11,C10052,0,15.8,1,27.67
2,11,C10053,0,15.3,0,28.61
2,11,C10054,0,16.3,0,24.98
2,11,C10055,0,13,0,20.61
2,11,C10056,0,17.6,0,32.4
2,11,C10057,0,14.6,1,21.27
2,11,C10058,0,12.7,0,15.43
2,11,C10059,0,17,0,25.91
2,11,C10060,0,16,0,26.25
2,11,c10061,0,15.8,0,31.26
2,11,C10062,0,16.5,0,38.61
2,11,C10063,0,17,0,25.91
2,11,C10065,0,15,0,21.76
2,11,C10066,0,15.2,0,20.54
2,11,C10067,0,16.9,1,27.53
2,11,C10068,0,18,0,35.14
2,11,C10070,0,16.5,1,28.74
2,11,C10071,0,14.1,0,18
2,11,C10073,0,17.7,0,38.92
2,11,C10074,0,15.5,0,22.37
2,12,C1001,0,18.5,1,50.39
2,12,C1002,0,17.8,0,41.39
2,12,C1003,0,15.3,0,22.13
2,12,C1004,0,16,0,29.76
2,12,C1005,0,12.7,0,20.21
2,12,C1006,0,16.3,1,32.14
2,12,C1007,0,16.2,1,24.85
2,12,C1008,0,14.9,1,18.83
2,12,C1009,0,16,0,29.76
2,12,C10010,0,15.2,0,16.52
2,12,C10011,0,15.9,0,22.86
2,12,C10012,0,16.2,0,21.67
2,12,C10013,0,14,0,10.4
2,12,C10014,0,14.6,0,18.52
2,12,C10016,0,17,1,31.41
2,12,C10017,0,14.5,0,17.14
2,12,C10018,0,15.9,0,22.86
2,12,C10020,0,11,1,8.89
2,12,C10021,0,15.6,0,36.69
2,12,C10022,0,14.4,0,17.04
2,12,C10023,0,15.5,0,18.08
2,12,C10024,0,19.2,0,39.56
2,12,C10025,0,19,0,54.39
2,12,C10026,0,16.2,1,31.97
2,12,C10027,0,16.7,0,32.85
2,12,C10028,0,14.1,0,14.43
2,12,C10029,0,16.2,0,28.28
2,12,C10031,0,16.2,0,20.18
2,12,C10032,0,13.4,1,18.51
2,12,C10033,0,16.4,0,23.47
2,12,C10034,0,17.7,0,20.17
2,12,C10035,0,12.8,0,15.52
2,12,C10036,0,18,1,41.82
2,12,C10037,0,16.8,0,27.39
2,12,C10038,0,16.1,0,29.93
2,12,C10039,0,16.5,0,26.96
2,12,C10040,0,16.5,0,28.74
2,12,C10041,0,15,1,18.93
2,12,C10042,0,14.8,0,20.09
2,12,C10043,0,15,0,21.76
2,12,C10045,0,12,0,15.82
2,12,C10046,0,13,0,12.58
2,12,C10047,0,15,0,23.26
2,12,C10048,0,9,0,5.14
2,12,C10756,0,14.5,0,17.14
2,12,C17100,0,14.5,0,12.59
2,12,C10049,0,18.7,0,36.38
2,12,C10050,0,18,1,37.3
2,12,C10051,0,14,0,23.39
2,12,C10052,0,16.2,1,28.28
2,12,C10053,0,10.5,0,5.86
2,12,C10054,0,15.5,1,23.92
2,12,C10055,0,11.5,0,9.89
2,12,C10056,0,12.2,0,11.12
2,12,C10057,0,18,0,31.05
2,12,C10058,0,13.6,0,29
2,12,C10059,0,13.9,1,19.07
2,12,C10060,0,17.6,1,34.44
2,12,c10061,0,17.4,0,26.44
2,12,C10062,0,18.5,0,38.24
2,12,C10063,0,15,0,18.93
2,12,C10064,0,17.2,1,22.8
2,12,C10065,0,15,0,21.76
2,12,C10066,0,15.2,1,23.52
2,12,C10067,0,13.5,0,16.19
2,12,C10069,0,14,0,16.66
2,12,C10070,0,14.5,0,15.91
2,12,C10071,0,13.6,0,18.73
2,12,C10072,0,18,0,35.14
2,12,C10073,0,16.5,1,25.25
2,12,C10074,0,12,0,11
2,13,C1001,0,17.4,0,30.13
2,13,C1002,0,15.6,0,25.68
2,13,C1003,0,15.4,1,27.05
2,13,C1004,0,16.9,1,27.53
2,13,C1005,0,14.4,0,18.31
2,13,C1006,0,17.3,0,29.97
2,13,C1007,0,18,1,33.06
2,13,C1008,0,14.3,0,20.9
2,13,C1009,0,16,0,22.98
2,13,C10010,0,16.6,0,27.11
2,13,C10011,0,13.5,0,18.62
2,13,C10012,0,14.4,0,17.04
2,13,C10013,0,15.5,1,19.45
2,13,C10014,0,15.8,0,19.76
2,13,C10015,0,17,0,29.51
2,13,C10016,0,17.1,1,35.6
2,13,C10017,0,15.5,0,25.53
2,13,C10018,0,17,0,33.38
2,13,C10020,0,16.4,0,28.59
2,13,C10021,0,16,0,31.61
2,13,C10022,0,16.7,0,32.85
2,13,C10023,0,16,0,26.25
2,13,C10024,0,14.7,0,24.39
2,13,C10025,0,16.6,1,27.11
2,13,C10026,0,17,0,33.38
2,13,C10027,0,14.2,0,20.78
2,13,C10028,0,12.3,0,14.01
2,13,C10029,0,15.5,1,25.53
2,13,C10030,0,18,0,33.06
2,13,C10031,0,15.7,0,22.62
2,13,C10032,0,16.2,0,20.18
2,13,C10033,0,15,0,21.76
2,13,C10034,0,16,0,27.97
2,13,C10035,0,14.9,0,16.26
2,13,C10036,0,17.3,0,38.12
2,13,C10037,0,14.7,1,14.9
2,13,C10038,0,17.8,0,34.79
2,13,C10039,0,17,0,27.68
2,13,C10040,0,16.9,0,29.36
2,13,C10041,0,13,0,13.57
2,13,C10042,0,14.5,1,25.67
2,13,C10043,0,13.5,0,17.38
2,13,C10045,0,15,0,24.82
2,13,C10046,0,14.7,0,24.39
2,13,C10047,0,15.5,0,25.53
2,13,C10048,0,15.5,0,23.92
2,13,C10756,0,18.5,0,36.03
2,13,C17100,0,16.7,1,27.25
2,13,C10049,0,15.6,0,22.49
2,13,C10050,0,15.7,1,24.19
2,13,C10051,0,12.9,0,17.94
2,13,C10052,0,12.4,0,14.1
2,13,C10053,0,16,0,31.61
2,13,C10054,0,16.8,0,23.96
2,13,C10055,0,13.5,0,18.62
2,13,C10056,0,17.5,0,34.26
2,13,C10057,0,16.2,1,26.53
2,13,C10058,0,14.4,0,15.83
2,13,C10059,0,18.5,0,50.39
2,13,C10060,0,15.7,0,27.51
2,13,c10061,0,17.5,0,36.35
2,13,C10062,0,15.5,0,27.2
2,13,C10063,0,17.2,0,27.96
2,13,C10065,0,12.7,0,21.53
2,13,C10066,0,16.5,0,28.74
2,13,C10067,0,15,1,21.76
2,13,C10068,0,15.8,0,27.67
2,13,C10069,0,14.5,0,22.6
2,13,C10070,0,15.4,1,19.35
2,13,C10071,0,16.8,1,29.2
2,13,C10072,0,15.2,0,26.74
2,13,C10073,0,16.7,0,27.25
2,13,C10074,0,18.5,0,36.03
2,14,C1001,0,15.4,1,25.39
2,14,C1002,0,13.5,0,22.67
2,14,C1003,0,16.4,0,26.82
2,14,C1004,0,16.4,1,26.82
2,14,C1005,0,18.8,1,32.28
2,14,C1006,0,14.6,0,21.27
2,14,C1007,0,18.2,0,25.68
2,14,C1009,0,15.6,0,19.56
2,14,C10010,0,16.2,1,21.67
2,14,C10011,0,15.2,1,25.1
2,14,C10012,0,16.7,0,23.84
2,14,C10013,0,18,0,31.05
2,14,C10014,0,13.5,0,18.62
2,14,C10015,0,13.5,1,17.38
2,14,C10016,0,16,0,26.25
2,14,C10017,0,14.9,0,24.67
2,14,C10018,0,16.9,0,29.36
2,14,C10020,0,18,0,35.14
2,14,C10021,0,17,0,35.41
2,14,C10022,0,16.4,0,30.42
2,14,C10023,0,11,0,5.53
2,14,C10024,0,16.5,0,26.96
2,14,C10025,0,16,1,27.97
2,14,C10026,0,16,0,21.45
2,14,C10027,0,16.2,1,31.97
2,14,C10028,0,14,1,19.19
2,14,C10029,0,13,0,11.63
2,14,C10030,0,18.6,0,36.2
2,14,C10031,0,13.1,0,16.96
2,14,C10032,0,17.5,0,26.57
2,14,C10033,0,14.6,0,21.27
2,14,C10034,0,13.6,0,18.73
2,14,C10035,0,16.2,0,28.28
2,14,C10036,0,15.6,0,19.56
2,14,C10037,0,17.7,0,38.92
2,14,C10038,0,18.5,0,29.82
2,14,C10039,0,17.2,0,29.82
2,14,C10040,0,15.4,0,32.4
2,14,C10041,0,18.4,0,40.32
2,14,C10043,0,14.1,0,19.3
2,14,C10044,0,13.5,0,16.19
2,14,C10045,0,15,1,39.41
2,14,C10046,0,12.5,0,18.69
2,14,C10047,0,16.3,0,24.98
2,14,C10048,0,13.6,0,21.4
2,14,C10756,0,19.6,0,42.73
2,14,C17100,0,15.9,1,15.84
2,14,C10049,0,18.2,0,35.5
2,14,C10050,0,14.5,0,17.14
2,14,C10051,0,16.5,0,26.96
2,14,C10052,0,14.4,0,17.04
2,14,C10053,0,14.8,0,21.51
2,14,C10054,0,17.5,0,28.39
2,14,C10055,0,15.5,0,25.53
2,14,C10056,0,14.8,1,17.42
2,14,C10057,0,14.8,0,20.09
2,14,C10058,0,15.6,0,20.99
2,14,C10059,0,14.2,0,23.67
2,14,C10060,0,16,0,24.58
2,14,c10061,0,14,0,19.19
2,14,C10062,0,14.5,0,19.75
2,14,C10063,0,16.1,0,26.39
2,14,C10064,0,19.3,1,47.13
2,14,C10065,0,16,0,26.25
2,14,C10067,0,16.8,1,33.03
2,14,C10068,0,18.5,0,29.82
2,14,C10069,0,16.6,1,28.9
2,14,C10070,0,14.3,0,20.9
2,14,C10071,0,15.8,0,21.22
2,14,C10072,0,15.5,0,27.2
2,14,C10073,0,18.5,1,47.82
2,14,C10074,0,19.6,0,31.39
2,15,C1001,0,17.4,0,36.17
2,15,C1002,0,13,1,14.62
2,15,C1003,0,16,0,29.76
2,15,C1004,0,15.6,1,19.56
2,15,C1006,0,18,0,37.3
2,15,C1007,0,17.5,0,38.52
2,15,C1008,0,13.5,0,16.19
2,15,C1009,0,16.6,1,25.38
2,15,C10010,0,17,0,27.68
2,15,C10011,0,15.1,0,20.43
2,15,C10012,0,18.8,0,43.52
2,15,C10013,0,15.5,1,20.88
2,15,C10014,0,15.1,0,21.88
2,15,C10015,0,13.4,0,11.89
2,15,C10016,0,16.7,0,29.05
2,15,C10017,0,15.5,0,22.37
2,15,C10018,0,15.6,0,24.05
2,15,C10020,0,22.5,0,43.09
2,15,C10021,0,15,0,21.76
2,15,C10022,0,13.6,0,22.82
2,15,C10023,0,15.5,1,36.48
2,15,C10024,0,14.3,0,18.21
2,15,C10025,0,17,1,35.41
2,15,C10026,0,14.5,0,25.67
2,15,C10027,0,16.3,0,24.98
2,15,C10028,0,17,1,27.68
2,15,C10029,0,14,0,19.19
2,15,C10030,0,15.4,0,27.05
2,15,C10031,0,17.9,0,30.89
2,15,C10032,0,13.9,0,17.79
2,15,C10033,0,17,1,27.68
2,15,C10034,0,11,0,7.02
2,15,C10035,0,14.9,1,18.83
2,15,C10036,0,13.4,1,16.09
2,15,C10037,0,18,0,31.05
2,15,C10038,0,19.5,0,21.88
2,15,C10039,0,15.6,0,18.18
2,15,C10040,0,15.5,0,23.92
2,15,C10041,0,19.6,0,40.31
2,15,C10042,0,13.9,0,23.24
2,15,C10043,0,16.5,0,36.51
2,15,C10044,0,12,0,11.87
2,15,C10045,0,14.9,0,27.95
2,15,C10046,0,14.7,0,21.39
2,15,C10047,0,15,0,18.93
2,15,C10048,0,13,1,11.63
2,15,C10756,0,15.2,1,16.52
2,15,C17100,0,14.7,0,22.86
2,15,C10049,0,15.2,0,17.8
2,15,C10050,0,15.8,0,21.22
2,15,C10051,0,15.9,1,22.86
2,15,C10052,0,11.5,0,10.68
2,15,C10053,0,14.3,1,18.21
2,15,C10054,0,15.8,0,31.26
2,15,C10055,0,13.3,0,22.39
2,15,C10056,0,13.2,0,15.9
2,15,C10057,0,13.5,1,13.96
2,15,C10058,0,17.1,0,24.33
2,15,C10059,0,16.3,0,26.68
2,15,C10060,0,14,0,17.9
2,15,c10061,0,17.4,0,30.13
2,15,C10062,0,14,0,16.66
2,15,C10063,0,15.5,0,25.53
2,15,C10064,0,15.2,1,17.8
2,15,C10065,0,15.2,0,23.52
2,15,C10066,0,17,1,29.51
2,15,C10067,0,14.9,1,21.64
2,15,C10068,0,15,0,16.34
2,15,C10069,0,12.6,1,10.51
2,15,C10070,0,16.2,1,26.53
2,15,C10071,0,14.6,0,18.52
2,15,C10072,0,16,1,24.58
2,15,C10073,0,18.6,1,43.1
2,15,C10074,0,15.2,1,16.52
2,16,C1001,0,10.8,1,9.49
2,16,C1002,0,14.5,1,21.15
2,16,C1003,0,14.3,1,22.33
2,16,C1004,0,16.5,0,26.96
2,16,C1005,0,16,1,19.97
2,16,C1006,0,15.9,1,29.6
2,16,C1007,0,12.4,0,8.14
2,16,C1008,0,18.2,0,35.5
2,16,C1009,0,12,0,16.93
2,16,C10010,0,14.2,1,14.51
2,16,C10011,0,15.8,0,27.67
2,16,C10012,0,17,0,27.68
2,16,C10013,0,17,0,29.51
2,16,C10014,0,13,0,13.57
2,16,C10015,0,16,0,35.5
2,16,C10016,0,15.1,0,21.88
2,16,C10017,0,15.1,0,30.02
2,16,C10018,0,18.8,0,36.56
2,16,C10020,0,19.3,0,47.13
2,16,C10021,0,19.4,0,33.2
2,16,C10022,0,13.9,1,16.57
2,16,C10023,0,18,0,31.05
2,16,C10024,0,16.8,0,23.96
2,16,C10025,0,15.3,1,20.66
2,16,C10026,0,15.3,0,26.9
2,16,C10027,0,14.5,1,21.15
2,16,C10028,0,15.8,0,31.26
2,16,C10029,0,17.4,1,36.17
2,16,C10030,0,17.3,0,28.11
2,16,C10031,0,17,0,27.68
2,16,C10032,0,16.5,0,28.74
2,16,C10033,0,15.2,0,25.1
2,16,C10034,0,19.2,0,32.89
2,16,C10035,0,16.3,0,18.84
2,16,C10036,0,14.4,0,18.31
2,16,C10037,0,15.2,1,26.74
2,16,C10038,0,17.6,0,24.95
2,16,C10039,0,16,1,21.45
2,16,C10040,0,15,1,24.82
2,16,C10041,0,14,0,15.48
2,16,C10042,0,13.7,0,17.58
2,16,C10043,0,15.4,0,19.35
2,16,C10044,0,17,0,33.38
2,16,C10045,0,16,1,37.54
2,16,C10046,0,16.7,1,32.85
2,16,C10047,0,16.5,0,28.74
2,16,C10048,0,15.2,0,25.1
2,16,C10756,0,18.6,0,43.1
2,16,C17100,0,14,0,17.9
2,16,C10049,0,13,0,11.63
2,16,C10050,0,16,0,31.61
2,16,C10051,0,15.2,0,20.54
2,16,C10052,0,14.4,1,17.04
2,16,C10053,0,13.5,0,17.38
2,16,C10054,0,15.5,1,27.2
2,16,C10055,0,13.2,0,19.55
2,16,C10056,0,15.9,0,33.34
2,16,C10057,0,15.3,1,22.13
2,16,C10058,0,14,1,17.9
2,16,C10059,0,14.6,0,19.86
2,16,C10060,0,15,1,26.44
2,16,c10061,0,15,0,28.11
2,16,C10062,0,18.4,0,45.09
2,16,C10063,0,16.2,0,28.28
2,16,C10064,0,18.5,1,36.03
2,16,C10065,0,15.8,0,27.67
2,16,C10066,0,14.2,1,15.65
2,16,C10067,0,14.7,1,17.33
2,16,C10068,0,13.4,1,16.09
2,16,C10069,0,15.5,0,25.53
2,16,C10070,0,16.5,0,28.74
2,16,C10071,0,14.7,0,19.98
2,16,C10072,0,18.5,1,33.89
2,16,C10073,0,15.9,0,18.46
2,16,C10074,0,17.5,0,32.24
2,17,C1001,0,15.8,0,25.96
2,17,C1002,0,16.3,0,28.43
2,17,C1003,0,14.5,0,24.1
2,17,C1004,0,9.6,0,6.55
2,17,C1005,0,12.9,1,14.53
2,17,C1006,0,14,1,19.19
2,17,C1007,0,18,1,35.14
2,17,C1008,0,14.5,0,18.41
2,17,C1009,0,15.8,1,18.37
2,17,C10010,0,14,1,23.39
2,17,C10011,0,15.9,0,18.46
2,17,C10012,0,14.8,0,22.99
2,17,C10013,0,14,0,24.9
2,17,C10014,0,17.1,0,33.56
2,17,C10015,0,16.1,1,24.72
2,17,C10016,0,15.5,0,20.88
2,17,C10017,0,13.7,0,18.85
2,17,C10018,0,17.4,0,32.07
2,17,C10020,0,14.5,1,19.75
2,17,C10021,0,13.7,0,17.58
2,17,C10022,0,15.7,0,25.82
2,17,C10023,0,13.5,0,13.96
2,17,C10024,0,15.4,0,22.25
2,17,C10025,0,17,0,33.38
2,17,C10026,0,18,1,31.05
2,17,C10027,0,18,0,29.11
2,17,C10028,0,15.3,0,23.66
2,17,C10029,0,15.5,1,27.2
2,17,C10030,0,18.8,0,38.81
2,17,C10031,0,16.5,1,25.25
2,17,C10032,0,15.4,0,23.79
2,17,C10033,0,15.7,1,24.19
2,17,C10034,0,16.9,1,33.2
2,17,C10035,0,13.9,0,14.28
2,17,C10036,0,16,0,29.76
2,17,C10037,0,17,0,35.41
2,17,C10038,0,16.6,0,30.75
2,17,C10039,0,18.9,0,41.33
2,17,C10040,0,15,0,31.64
2,17,C10041,0,15,0,26.44
2,17,C10043,0,12.7,1,15.43
2,17,C10045,0,12.9,0,13.49
2,17,C10046,0,15.9,0,27.82
2,17,C10048,0,14.5,1,19.75
2,17,C10756,0,16.8,0,29.2
2,17,C17100,0,14.2,0,22.2
2,17,C10049,0,18,0,33.06
2,17,C10050,0,16,0,26.25
2,17,C10051,0,13.7,0,16.38
2,17,C10052,0,15.8,0,25.96
2,17,C10053,0,16.8,0,29.2
2,17,C10054,0,14.9,0,23.13
2,17,C10055,0,16.8,0,31.08
2,17,C10056,0,17.4,0,30.13
2,17,C10057,0,17.4,0,30.13
2,17,C10058,0,14.3,1,25.36
2,17,C10059,0,16,0,41.81
2,17,C10060,0,15,0,20.32
2,17,c10061,0,16.4,1,26.82
2,17,C10062,0,14.5,0,22.6
2,17,C10063,0,15.8,0,22.74
2,17,C10064,0,13,1,14.62
2,17,C10065,0,16.1,0,24.72
2,17,C10066,0,14,1,16.66
2,17,C10067,0,14,0,19.19
2,17,C10068,0,17.8,1,43.73
2,17,C10070,0,16,0,31.61
2,17,C10071,0,15,0,15.14
2,17,C10072,0,18,1,39.52
2,17,C10073,0,15,1,20.32
2,17,C10074,0,17,0,29.51
2,18,C1001,0,16.8,0,23.96
2,18,C1002,0,14.2,1,22.2
2,18,C1003,0,15.6,0,25.68
2,18,C1004,0,16.3,1,23.35
2,18,C1005,0,16.5,1,25.25
2,18,C1006,0,15.9,0,29.6
2,18,C1007,0,17.9,1,34.97
2,18,C1008,0,15.5,0,22.37
2,18,C1009,0,19.3,0,39.75
2,18,C10010,0,12.5,0,8.89
2,18,C10011,0,15.5,1,22.37
2,18,C10012,0,16.1,0,26.39
2,18,C10013,0,16.5,1,45.31
2,18,C10014,0,15.1,0,15.22
2,18,C10015,0,16,0,21.45
2,18,C10016,0,14.7,0,21.39
2,18,C10017,0,15.1,0,24.96
2,18,C10018,0,17.4,0,28.25
2,18,C10020,0,15.3,0,22.13
2,18,C10021,0,15,0,20.32
2,18,C10022,0,15.1,0,26.59
2,18,C10023,0,15,1,21.76
2,18,C10024,0,16.3,0,28.43
2,18,C10025,0,14.2,0,16.85
2,18,C10026,0,18.4,0,27.77
2,18,C10027,0,17.5,0,28.39
2,18,C10028,0,15.5,0,22.37
2,18,C10029,0,16.5,0,36.51
2,18,C10030,0,17,0,27.68
2,18,C10031,0,15.3,0,19.25
2,18,C10032,0,16,0,24.58
2,18,C10033,0,15,0,24.82
2,18,C10034,0,15.4,0,27.05
2,18,C10035,0,17.7,1,32.57
2,18,C10036,0,16.2,0,26.53
2,18,C10037,0,19.8,1,53.7
2,18,C10038,0,15.1,0,16.43
2,18,C10039,0,20,0,51.42
2,18,C10040,0,15,0,18.93
2,18,C10041,0,18,0,33.06
2,18,C10042,0,14.4,0,18.31
2,18,C10043,0,17.5,0,34.26
2,18,C10044,0,15,0,26.44
2,18,C10046,0,13.6,1,16.28
2,18,C10047,0,15.7,1,27.51
2,18,C10048,0,15.9,0,26.1
2,18,C10756,0,17,0,25.91
2,18,C17100,0,17,0,29.51
2,18,C10049,0,17.7,0,38.92
2,18,C10050,0,16,0,27.97
2,18,C10051,0,16,0,22.98
2,18,C10052,0,16,1,26.25
2,18,C10053,0,14.9,1,17.51
2,18,C10054,0,18,1,29.11
2,18,C10055,0,15.5,1,25.53
2,18,C10056,0,14.5,0,22.6
2,18,C10057,0,12.8,0,12.43
2,18,C10058,0,14,0,16.66
2,18,C10059,0,17.3,0,38.12
2,18,C10060,0,19.3,0,42.13
2,18,c10061,0,5,0,NA
2,18,C10062,0,17,1,31.41
2,18,C10063,0,15,0,24.82
2,18,C10064,0,12.1,0,9.45
2,18,C10065,0,14.9,0,21.64
2,18,C10066,0,19.6,0,47.81
2,18,C10067,0,14.3,0,18.21
2,18,C10068,0,17.4,0,36.17
2,18,C10070,0,14.3,0,19.53
2,18,C10071,0,13.8,0,15.31
2,18,C10072,0,16.8,0,23.96
2,18,C10073,0,18.5,0,31.82
2,18,C10074,0,16.1,1,28.13
2,19,C1001,0,18.6,0,38.43
2,19,C1002,0,13.2,0,14.79
2,19,C1003,0,14.5,0,22.6
2,19,C1004,0,16.5,0,25.25
2,19,C1005,0,17.8,1,41.39
2,19,C1006,0,15.7,0,27.51
2,19,C1007,0,17,0,29.51
2,19,C1008,0,17.2,0,35.79
2,19,C1009,0,14.5,0,13.64
2,19,C10010,0,14.7,1,18.62
2,19,C10011,0,16.4,0,21.9
2,19,C10012,0,17.5,1,32.24
2,19,C10013,0,18.8,0,32.28
2,19,C10014,0,14,0,16.66
2,19,C10015,0,15.3,0,20.66
2,19,C10016,0,14.5,0,17.14
2,19,C10017,0,16.5,0,28.74
2,19,C10018,0,17.5,0,30.28
2,19,C10020,0,16,0,22.98
2,19,C10021,0,19,0,36.91
2,19,C10022,0,16,0,27.97
2,19,C10023,0,13.5,0,12.93
2,19,C10024,0,15,0,24.82
2,19,C10025,0,18,1,39.52
2,19,C10026,0,17.5,0,28.39
2,19,C10027,0,17.4,0,32.07
2,19,C10028,0,12.5,0,15.24
2,19,C10029,0,15,0,18.93
2,19,C10030,0,17.7,0,21.74
2,19,C10031,0,16,0,27.97
2,19,C10032,0,15.7,0,22.62
2,19,C10033,0,15.7,0,25.82
2,19,C10035,0,17.2,0,24.45
2,19,C10036,0,17.5,0,34.26
2,19,C10037,0,22,0,42.2
2,19,C10038,0,15.7,0,32.96
2,19,C10039,0,17.3,1,38.12
2,19,C10040,0,16.3,0,32.14
2,19,C10041,0,16.8,0,29.2
2,19,C10042,0,15.3,0,25.25
2,19,C10043,0,16.1,0,37.76
2,19,C10044,0,15.8,0,33.15
2,19,C10045,0,15.4,0,23.79
2,19,C10046,0,15.8,0,31.26
2,19,C10047,0,13.2,0,17.07
2,19,C10048,0,14.4,1,21.02
2,19,C10756,0,16.5,1,32.5
2,19,C17100,0,14.5,1,17.14
2,19,C10049,0,19.1,0,39.37
2,19,C10050,0,15,0,31.64
2,19,C10051,0,16,1,24.58
2,19,C10052,0,15.3,0,20.66
2,19,C10053,0,15.9,1,26.1
2,19,C10054,0,15.5,1,19.45
2,19,C10056,0,17.5,0,30.28
2,19,C10057,0,18,1,37.3
2,19,C10058,0,14.9,1,21.64
2,19,C10059,0,14.9,1,23.13
2,19,C10060,0,14.4,0,15.83
2,19,c10061,0,15.6,1,30.91
2,19,C10062,0,15,0,21.76
2,19,C10063,0,17.5,0,26.57
2,19,C10064,0,17.5,1,34.26
2,19,C10065,0,16.6,1,23.72
2,19,C10066,0,15.9,1,22.86
2,19,C10067,0,16,0,29.76
2,19,C10068,0,17.1,0,42.14
2,19,C10069,0,16,0,26.25
2,19,C10070,0,15,1,26.44
2,19,C10071,0,18.3,1,44.86
2,19,C10072,0,16.3,0,24.98
2,19,C10073,0,17,1,33.38
2,19,C10074,0,20.5,0,49.85
2,20,C1001,0,18.5,0,29.82
2,20,C1002,0,15.5,1,32.59
2,20,C1003,0,16.5,0,34.47
2,20,C1004,0,15.3,0,25.25
2,20,C1005,0,18.7,1,36.38
2,20,C1006,0,16.8,0,29.2
2,20,C1007,0,14.5,0,19.75
2,20,C1008,0,16.6,1,34.66
2,20,C1009,0,13.9,1,13.21
2,20,C10010,0,15.4,1,20.77
2,20,C10011,0,14.3,1,20.9
2,20,C10012,0,21.5,0,52.12
2,20,C10013,0,17,0,31.41
2,20,C10014,0,13.2,0,12.72
2,20,C10015,0,19,1,39.18
2,20,C10016,0,15.9,1,18.46
2,20,C10017,0,17,1,35.41
2,20,C10018,0,16,0,22.98
2,20,C10020,0,12.6,0,11.38
2,20,C10021,0,17,0,25.91
2,20,C10022,0,15.1,0,24.96
2,20,C10023,0,16.5,1,30.59
2,20,C10024,0,17.3,0,26.31
2,20,C10025,0,17,0,35.41
2,20,C10026,0,17,0,25.91
2,20,C10027,0,14.9,0,21.64
2,20,C10028,0,14.5,1,17.14
2,20,C10029,0,17.1,0,22.69
2,20,C10030,0,16.5,1,32.5
2,20,C10031,0,16.2,1,31.97
2,20,C10032,0,16.3,1,23.35
2,20,C10033,0,15.5,0,16.78
2,20,C10034,0,16,0,27.97
2,20,C10035,0,13.4,0,13.88
2,20,C10036,0,16.5,0,25.25
2,20,C10037,0,18.5,0,45.31
2,20,C10038,0,16.5,0,32.5
2,20,C10039,0,17.6,1,34.44
2,20,C10040,0,15.4,1,28.77
2,20,C10041,0,16.8,0,33.03
2,20,C10042,0,12,0,18.08
2,20,C10043,0,16.4,0,32.32
2,20,C10044,0,16.6,0,32.67
2,20,C10045,0,13.9,0,17.79
2,20,C10046,0,17.7,0,23.37
2,20,C10047,0,14.3,0,19.53
2,20,C10048,0,16.2,1,26.53
2,20,C10756,0,16.4,0,28.59
2,20,C17100,0,18.1,0,31.2
2,20,C10049,0,16.3,1,26.68
2,20,C10050,0,18.8,1,46
2,20,C10052,0,19,1,43.95
2,20,C10053,0,15.4,0,17.99
2,20,C10054,0,14.3,0,18.21
2,20,C10055,0,15.3,0,26.9
2,20,C10056,0,15,1,20.32
